,name,url,locations,website,28-06 jobs,28-06 employees
708,Restopolitan,https://www.welcometothejungle.co/fr/companies/restopolitan,Paris  Barcelona  Bordeaux  Lille  Lyon  Milano  Nice Ou Marseille  Rennes Ou La Rochelle,https://www.restopolitan.com,8,20
709,Cleany,https://www.welcometothejungle.co/fr/companies/cleany,Paris,https://www.cleany.fr,2,25
710,Reech,https://www.welcometothejungle.co/fr/companies/reech,Paris  Rennes,https://www.reech.com,4,35
711,AssessFirst,https://www.welcometothejungle.co/fr/companies/assessfirst,Paris  Berlin  London  New York,https://www.assessfirst.com,14,40
712,moji,https://www.welcometothejungle.co/fr/companies/moji,Nanterre  Nantes,https://www.moji.fr,1,19
713,Singulart,https://www.welcometothejungle.co/fr/companies/singulart,Paris,https://www.singulart.com,14,30
714,Nimley,https://www.welcometothejungle.co/fr/companies/sparkup,Paris,https://www.nimley.com,0,35
715,Findle,https://www.welcometothejungle.co/fr/companies/findle,Paris,https://findle.eu,4,15
716,JIMINI'S,https://www.welcometothejungle.co/fr/companies/jimini-s,Montreuil  Vaux Le Pénil,https://www.jiminis.com,0,15
717,ECTOR,https://www.welcometothejungle.co/fr/companies/ector,Paris,https://www.ectorparking.com,7,30
718,Yomoni,https://www.welcometothejungle.co/fr/companies/yomoni,Paris,https://www.yomoni.fr,5,30
719,Silkhom,https://www.welcometothejungle.co/fr/companies/silkhom,Lyon  Marseille  Nantes  Paris,https://www.silkhom.com,4,25
720,Selency,https://www.welcometothejungle.co/fr/companies/selency,Paris,https://www.selency.com,10,40
721,Carlili,https://www.welcometothejungle.co/fr/companies/carlili,Paris  Aix En Provence  Bordeaux  Lyon  Nice  Toulouse,https://www.carlili.fr,2,15
722,MWM,https://www.welcometothejungle.co/fr/companies/mwm,Paris  Bordeaux,https://musicworldmedia.com,13,49
723,Quanta,https://www.welcometothejungle.co/fr/companies/quanta,Paris  Bordeaux,https://www.quanta.io,0,15
724,Zest,https://www.welcometothejungle.co/fr/companies/zestmeup,Paris,https://zestmeup.com,2,22
725,OP1C (On prend un café),https://www.welcometothejungle.co/fr/companies/on-prend-un-cafe,Roubaix,https://op1c.com,2,33
726,Travauxlib,https://www.welcometothejungle.co/fr/companies/travauxlib,Paris  Lyon,https://www.travauxlib.com,15,29
727,Castor & Pollux,https://www.welcometothejungle.co/fr/companies/castor-pollux,Montreuil,https://www.castoretpollux.com,2,40
728,Intuit,https://www.welcometothejungle.co/fr/companies/intuit,Paris,https://quickbooks.intuit.fr,3,31
729,Souffl,https://www.welcometothejungle.co/fr/companies/souffl,Paris,https://www.souffl.com,0,15
730,Monbanquet.fr,https://www.welcometothejungle.co/fr/companies/monbanquet,Paris  Bordeaux  Lille  Lyon  Nantes,https://www.monbanquet.fr,13,25
731,Agence 148,https://www.welcometothejungle.co/fr/companies/agence-148,Paris,https://www.148.fr,1,20
732,M. Moustache,https://www.welcometothejungle.co/fr/companies/m-moustache,Paris  Bordeaux  Toulouse,https://www.m-moustache.com,7,20
733,Prêt à Pousser,https://www.welcometothejungle.co/fr/companies/pret-a-pousser,Paris  Montmagny,https://pretapousser.fr,1,27
734,Youand,https://www.welcometothejungle.co/fr/companies/youand,Paris,https://www.youand.eu,2,15
735,Inch,https://www.welcometothejungle.co/fr/companies/inch,Paris,https://inch.fr,0,21
736,Pumpkin,https://www.welcometothejungle.co/fr/companies/pumpkin,Lille  Chez Toi  Paris,https://pumpkin-app.com,4,45
737,Schoolab,https://www.welcometothejungle.co/fr/companies/schoolab,Paris  Paris Intra Muros,https://www.theschoolab.com,13,48
738,hobbynote,https://www.welcometothejungle.co/fr/companies/hobbynote,Lille  Caen  Nonant  Paris,https://www.hobbynote.com,6,30
739,Seekube,https://www.welcometothejungle.co/fr/companies/seekube,Paris,https://www.seekube.com,7,25
740,Popchef,https://www.welcometothejungle.co/fr/companies/popchef,Paris,https://popchef.com,5,30
741,Skillup.co,https://www.welcometothejungle.co/fr/companies/skillup-co,Paris,https://www.skillup.co,12,16
742,SURICATS Consulting,https://www.welcometothejungle.co/fr/companies/suricats,Paris,https://www.suricats-consulting.com,7,35
743,Squadeasy,https://www.welcometothejungle.co/fr/companies/squad,Paris,https://www.squadeasy.com,5,15
744,Snapshift,https://www.welcometothejungle.co/fr/companies/snapshift,Paris,https://snapshift.co,8,16
745,FidMarques,https://www.welcometothejungle.co/fr/companies/fidmarques,Paris,https://www.fidmarques.com,3,15
746,SmartSide,https://www.welcometothejungle.co/fr/companies/smartside,Ivry-Sur-Seine,https://www.smart-side.com,0,15
747,Zee Agency,https://www.welcometothejungle.co/fr/companies/zee-agency,Paris  Strasbourg,https://www.zeeagency.com,1,29
748,Brand and Celebrities,https://www.welcometothejungle.co/fr/companies/brand-and-celebrities,Paris,https://brandandcelebrities.com,21,42
749,Limpide,https://www.welcometothejungle.co/fr/companies/limpide,Paris,https://limpide.fr,2,25
750,Videdressing,https://www.welcometothejungle.co/fr/companies/videdressing,Paris,https://www.videdressing.com,1,35
751,Archionline,https://www.welcometothejungle.co/fr/companies/archionline,Paris,https://www.archionline.com,7,20
752,Geronimo,https://www.welcometothejungle.co/fr/companies/geronimo,Paris,https://www.geronimo-agency.com,0,25
753,FIOULMARKET.FR,https://www.welcometothejungle.co/fr/companies/fioulmarket-fr,Rueil Malmaison,https://www.fioulmarket.fr,2,18
754,WSN,https://www.welcometothejungle.co/fr/companies/wsn-developpement,Paris,https://www.whosnext.com,0,49
755,Little Agency,https://www.welcometothejungle.co/fr/companies/little-agency,Clichy,https://littleagency.fr,3,30
756,ileo tech,https://www.welcometothejungle.co/fr/companies/ileo-tech,Paris,https://www.ileotech.com,2,19
757,JOBIJOBA,https://www.welcometothejungle.co/fr/companies/jobijoba,Bordeaux  Paris  Pessac,https://www.jobijoba.io,5,30
758,Sept Lieues,https://www.welcometothejungle.co/fr/companies/sept-lieues,Marseille  Paris,https://www.sept-lieues.com,2,30
759,Lecko,https://www.welcometothejungle.co/fr/companies/lecko,Paris,https://www.lecko.fr,4,42
760,Faguo,https://www.welcometothejungle.co/fr/companies/faguo,Paris  Aix En Provence  Bordeaux  Ile-De-France  Le Chesnay  Lille  Lyon  Montpellier  Nantes  Sud Est  Toulouse,https://www.faguo-store.com,2,45
761,Veja,https://www.welcometothejungle.co/fr/companies/veja,Paris,https://www.veja.fr,4,33
762,ISAI,https://www.welcometothejungle.co/fr/companies/isai,Paris,https://www.isai.fr,3,15
763,KOL,https://www.welcometothejungle.co/fr/companies/kol,Paris,https://kol-app.com,4,15
764,MADMIX | Digital Players,https://www.welcometothejungle.co/fr/companies/madmix-digital,Paris  Brooklyn  Ny,https://www.madmixdigital.com,0,20
765,Emma & Chloé,https://www.welcometothejungle.co/fr/companies/emma-chloe,Paris  New York,https://www.emma-chloe.com,6,20
766,SPARTED,https://www.welcometothejungle.co/fr/companies/sparted,Paris,https://www.sparted.com,10,20
767,Seelk,https://www.welcometothejungle.co/fr/companies/seelk,Paris,https://www.seelk.co,14,32
768,Incenteev,https://www.welcometothejungle.co/fr/companies/incenteev,Paris,https://www.incenteev.com,10,36
769,AlumnForce,https://www.welcometothejungle.co/fr/companies/alumnforce,Paris  Bordeaux,https://www.alumnforce.com,19,16
770,Youboox,https://www.welcometothejungle.co/fr/companies/youboox,Paris,https://youboox.fr,4,15
771,nod-A,https://www.welcometothejungle.co/fr/companies/nod-a,Paris  Lyon  Montreal,https://makestorming.com,2,29
772,Sapiance,https://www.welcometothejungle.co/fr/companies/sapiance-rh,Paris,https://www.sapiancerh.com,1,16
773,Dimelo  a RingCentral Company,https://www.welcometothejungle.co/fr/companies/dimelo,Paris,https://www.dimelo.com,2,40
774,Beauteprivee,https://www.welcometothejungle.co/fr/companies/beauteprivee,Paris,https://www.beauteprivee.fr,1,38
775,OptiMarché,https://www.welcometothejungle.co/fr/companies/optimarche,Saint Herblain,https://www.opti-marche.org,1,8
776,HIBOO,https://www.welcometothejungle.co/fr/companies/hiboo,Paris,https://www.hiboo.io,2,8
777,Addmindeed,https://www.welcometothejungle.co/fr/companies/addmindeed,Paris,https://www.addmindeed.com,1,11
778,Juri'Predis,https://www.welcometothejungle.co/fr/companies/juri-predis,Eguilles,https://www.juripredis.com,1,12
779,Wintegreat,https://www.welcometothejungle.co/fr/companies/wintegreat,Paris,https://wintegreat.org,5,12
780,Expanders,https://www.welcometothejungle.co/fr/companies/expanders,Paris,https://www.expanders.fr,2,9
781,Beamy,https://www.welcometothejungle.co/fr/companies/beamy,Paris,https://beamy.io,7,9
782,Kipli,https://www.welcometothejungle.co/fr/companies/kipli,Paris,https://kipli.com,6,8
783,madamePee,https://www.welcometothejungle.co/fr/companies/madamepee,Paris,https://www.madamepee.com,1,4
784,wenabi,https://www.welcometothejungle.co/fr/companies/wenabi,Paris,https://wenabi.com,1,9
785,TAIGA,https://www.welcometothejungle.co/fr/companies/taiga,Neuilly-Sur-Seine,https://www.taiga-cm.com,1,14
786,Ripayon,https://www.welcometothejungle.co/fr/companies/ripayon,Paris,https://www.ripayon.com,2,14
787,Cool Parents Make Happy Kids,https://www.welcometothejungle.co/fr/companies/cool-parents-make-happy-kids,Paris,https://www.coolparentsmakehappykids.com,4,8
788,LiveTonight,https://www.welcometothejungle.co/fr/companies/livetonight,Paris,https://www.livetonight.fr,3,8
789,WiredScore,https://www.welcometothejungle.co/fr/companies/wiredscore,Paris,https://www.wiredscore.com,5,7
790,Bridge.audio,https://www.welcometothejungle.co/fr/companies/bridge-audio,Paris,https://www.bridge.audio,0,6
791,CABAIA,https://www.welcometothejungle.co/fr/companies/cabaia,Paris,https://www.cabaia.fr,3,12
792,Reforest'Action,https://www.welcometothejungle.co/fr/companies/reforest-action,Rueil-Malmaison,https://www.reforestaction.com,4,13
793,playgrnd,https://www.welcometothejungle.co/fr/companies/playgrnd,Paris,https://www.playgrnd.fr,8,12
794,LBF - La Brasserie Fondamentale,https://www.welcometothejungle.co/fr/companies/la-brasserie-fondamentale,Paris,https://www.lbf-biere.fr,3,9
795,Humind School,https://www.welcometothejungle.co/fr/companies/humind-school,Paris,https://www.humindschool.com,3,7
796,Ambuliz,https://www.welcometothejungle.co/fr/companies/ambuliz,Rennes  Paris,https://ambuliz.com,1,8
797,GlobeDreamers,https://www.welcometothejungle.co/fr/companies/globedreamers,Paris,https://www.globedreamers.com,2,4
798,Cocoon Space,https://www.welcometothejungle.co/fr/companies/cocoon-space,Paris,https://www.cocoon-space.com,1,9
799,Workelo,https://www.welcometothejungle.co/fr/companies/workelo,Paris,https://www.workelo.eu,7,8
800,PANDA Guide,https://www.welcometothejungle.co/fr/companies/panda,Neuilly-Sur-Seine  Paris,https://panda-guide.fr,4,8
801,Naïa,https://www.welcometothejungle.co/fr/companies/naia,Paris,https://www.naia-paris.com,6,5
802,LSF Energie,https://www.welcometothejungle.co/fr/companies/lsf-energie,Paris,https://www.lsf-energie.fr,5,8
803,JOB4,https://www.welcometothejungle.co/fr/companies/job4,Paris,https://job4.fr,6,12
804,Funbooker,https://www.welcometothejungle.co/fr/companies/funbooker,Paris,https://www.funbooker.com,2,6
805,Lumos,https://www.welcometothejungle.co/fr/companies/lumos,Saint-Herblain,https://lumos.fr,5,6
806,Blacksales,https://www.welcometothejungle.co/fr/companies/blacksales,Bordeaux  Prague  Talence,https://blacksales.co,1,5
807,La Fourche,https://www.welcometothejungle.co/fr/companies/la-fourche,Paris  Livry-Gargan,https://lafourche.fr,6,14
808,Kerzon,https://www.welcometothejungle.co/fr/companies/kerzon,Paris,https://www.kerzon.paris,3,5
809,Pimp My Team,https://www.welcometothejungle.co/fr/companies/pimp-my-team,Lille,https://www.pimpmyteam.fr,1,11
810,evoteo,https://www.welcometothejungle.co/fr/companies/evoteo,Lyon,https://www.evoteo.fr,7,11
811,Sooyoos,https://www.welcometothejungle.co/fr/companies/sooyoos,Paris,https://www.sooyoos.com,3,14
812,La Grande Serre,https://www.welcometothejungle.co/fr/companies/la-grande-serre,Pantin,https://lagrandeserre.com,6,10
813,KineQuantum,https://www.welcometothejungle.co/fr/companies/kinequantum,Paris,https://www.kinequantum.com,4,8
814,Jellynote,https://www.welcometothejungle.co/fr/companies/jellynote,Paris,https://www.jellynote.com,3,4
815,On Purpose,https://www.welcometothejungle.co/fr/companies/on-purpose,Paris,https://onpurpose.org,0,5
816,Tilt Ideas,https://www.welcometothejungle.co/fr/companies/tilt-ideas,Malakoff,https://tilt-ideas.com,2,13
817,Zei,https://www.welcometothejungle.co/fr/companies/zei,Marseille  Paris,https://zei-world.com,1,14
818,Mister Prez,https://www.welcometothejungle.co/fr/companies/mister-prez,Paris,https://www.misterprez.fr,2,10
819,JobToBeDone,https://www.welcometothejungle.co/fr/companies/jobtobedone,Paris  Bordeaux,https://www.job-to-be-done.co,5,8
820,TestUnMetier,https://www.welcometothejungle.co/fr/companies/testunmetier,Paris,https://www.testunmetier.com,3,5
821,Turbo Cereal,https://www.welcometothejungle.co/fr/companies/turbo-cereal,Paris  Nanterre,https://turbocereal.io,1,7
822,Kavalry,https://www.welcometothejungle.co/fr/companies/kavalry,Paris,https://kavalry.fr,10,8
823,Louie Media,https://www.welcometothejungle.co/fr/companies/louie-media,Paris,https://louiemedia.com,2,10
824,Merci Jack,https://www.welcometothejungle.co/fr/companies/merci-jack,Paris,https://www.mercijack.co,4,7
825,MyMentor,https://www.welcometothejungle.co/fr/companies/mymentor,Paris,https://www.mymentor.fr,4,4
826,Actusite,https://www.welcometothejungle.co/fr/companies/actusite,Paris,https://www.actusite.fr,2,8
827,ZeClef,https://www.welcometothejungle.co/fr/companies/zeclef,Paris,https://www.zeclef.com,3,12
828,SpaceFill,https://www.welcometothejungle.co/fr/companies/spacefill,Paris,https://www.spacefill.fr,11,10
829,Ideel Studio,https://www.welcometothejungle.co/fr/companies/ideel-studio,Paris,https://www.welcometothejungle.co/fr/companies/ideel-studio,4,10
830,Padok,https://www.welcometothejungle.co/fr/companies/padok,Paris,https://www.padok.fr,1,10
831,TABSTERS,https://www.welcometothejungle.co/fr/companies/tabsters,Paris,https://www.tabsters.fr,4,9
832,Citygo,https://www.welcometothejungle.co/fr/companies/citygoo,Paris,https://www.citygo.me,2,12
833,Wecandoo,https://www.welcometothejungle.co/fr/companies/wecandoo,Paris  Lyon,https://www.wecandoo.fr,2,12
834,Octopus HACCP,https://www.welcometothejungle.co/fr/companies/octopus-haccp,Paris,https://octopus-haccp.com,3,8
835,The Talentist,https://www.welcometothejungle.co/fr/companies/the-talentist,Paris,https://www.thetalentist.com,1,7
836,Linkinfarm,https://www.welcometothejungle.co/fr/companies/linkinfarm,Mouen,https://www.linkin.farm,2,11
837,YouMeO,https://www.welcometothejungle.co/fr/companies/youmeo,Paris,https://www.youmeo.fr,3,10
838,FRENCH FUTURE ACADEMY,https://www.welcometothejungle.co/fr/companies/french-future-academy,Paris,https://www.frenchfutureacademy.com,1,8
839,Entourage,https://www.welcometothejungle.co/fr/companies/entourage,Paris  Lille  Lyon  Rennes,https://www.entourage.social,11,10
840,Batvoice,https://www.welcometothejungle.co/fr/companies/batvoice,Paris,https://www.batvoice.com,0,6
841,YZ,https://www.welcometothejungle.co/fr/companies/yz,Paris,https://www.yz-paris.com,1,14
842,Responsage,https://www.welcometothejungle.co/fr/companies/responsage,Montrouge  Lyon,https://www.responsage.com,2,11
843,Chilowé,https://www.welcometothejungle.co/fr/companies/chilowe,Paris,https://www.chilowe.com,0,5
844,Softn,https://www.welcometothejungle.co/fr/companies/softn,Paris,https://www.softn.fr,1,6
845,ADDWORKING,https://www.welcometothejungle.co/fr/companies/addworking,Paris  Le Bourget Du Lac,https://www.addworking.com,0,12
846,COMALL,https://www.welcometothejungle.co/fr/companies/comall,Paris,https://www.comall.work,20,7
847,Ian Motion,https://www.welcometothejungle.co/fr/companies/ian-motion,Le Mans,https://www.ian-motion.com,0,4
848,Vendredi,https://www.welcometothejungle.co/fr/companies/vendredi,Paris,https://www.vendredi.cc,5,6
849,MakeMusic Paris,https://www.welcometothejungle.co/fr/companies/makemusic-paris,Paris,https://www.smartmusic.com,2,10
850,R2D2,https://www.welcometothejungle.co/fr/companies/r2d2,Neuilly Sur Seine,https://www.R2D2SmartFun.fr,3,5
851,MorningCroissant,https://www.welcometothejungle.co/fr/companies/morningcroissant,Paris,https://www.morningcroissant.fr,3,10
852,Baby Sittor,https://www.welcometothejungle.co/fr/companies/baby-sittor,Paris,https://www.babysittor.com,0,6
853,Bloom at Work,https://www.welcometothejungle.co/fr/companies/bloom-at-work,Paris,https://www.bloom-at-work.com,1,10
854,NEOBRAIN,https://www.welcometothejungle.co/fr/companies/neobrain,Paris,https://neobrain.io,5,12
855,INSKIP,https://www.welcometothejungle.co/fr/companies/inskip,Paris,https://www.welcometothejungle.co/fr/companies/inskip,3,10
856,Placeloop,https://www.welcometothejungle.co/fr/companies/placeloop,Paris,https://placeloop.com,5,9
857,Lundano,https://www.welcometothejungle.co/fr/companies/lundano,Paris,https://www.lundano.com,0,7
858,Joza IT,https://www.welcometothejungle.co/fr/companies/joza-it,Paris,https://joza-it.fr,3,7
859,Axeleo,https://www.welcometothejungle.co/fr/companies/axeleo,Lyon  Paris  Paris Ou Lyon,https://www.axeleo.com,3,12
860,Cala Partners,https://www.welcometothejungle.co/fr/companies/cala-partners,Paris,https://www.calapartners.fr,4,6
861,Ysé,https://www.welcometothejungle.co/fr/companies/yse,Paris,https://www.yse-paris.com,2,13
862,ATAWA,https://www.welcometothejungle.co/fr/companies/atawa,Paris,https://www.atawa.com,2,10
863,OGO SECURITY,https://www.welcometothejungle.co/fr/companies/ogo-security,Paris,https://www.ogosecurity.com,0,8
864,PLACESHAKER,https://www.welcometothejungle.co/fr/companies/placeshaker,Vanves,https://placeshaker.fr,0,6
865,DataGalaxy,https://www.welcometothejungle.co/fr/companies/datagalaxy,Lyon,https://www.datagalaxy.com,2,6
866,OMY,https://www.welcometothejungle.co/fr/companies/omy,Paris,https://www.omy-maison.com,6,14
867,Japet Medical,https://www.welcometothejungle.co/fr/companies/japet-medical-devices,Loos  Shenzhen,https://japet.eu,2,13
868,Data Company,https://www.welcometothejungle.co/fr/companies/data-company,Paris,https://www.datacompany.fr,1,12
869,SendCloud,https://www.welcometothejungle.co/fr/companies/sendcloud,Paris,https://www.sendcloud.fr,3,12
870,Artifakt,https://www.welcometothejungle.co/fr/companies/artifakt,Paris,https://www.artifakt.io,5,10
871,Akane,https://www.welcometothejungle.co/fr/companies/akane,Paris,https://www.akane-skincare.com,2,7
872,Beedeez,https://www.welcometothejungle.co/fr/companies/beedeez,Paris,https://www.beedeez.com,2,11
873,Gofer,https://www.welcometothejungle.co/fr/companies/gofer,Paris,https://www.gofer.fr,3,11
874,Les Mots,https://www.welcometothejungle.co/fr/companies/les-mots,Paris,https://lesmots.co,1,4
875,Potion Social,https://www.welcometothejungle.co/fr/companies/potion-social,Lille,https://potion.social,2,10
876,Hast,https://www.welcometothejungle.co/fr/companies/hast,Paris,https://www.hast.fr,4,8
877,Lineberty,https://www.welcometothejungle.co/fr/companies/lineberty,Paris,https://www.lineberty.com,2,9
878,Passions,https://www.welcometothejungle.co/fr/companies/passions,Paris,https://www.passions-app.com,3,7
879,AUDION,https://www.welcometothejungle.co/fr/companies/audion,Paris,https://audi-on.com,6,9
880,Infobip,https://www.welcometothejungle.co/fr/companies/infobip,Paris,https://www.infobip.com,3,7
881,In The Memory,https://www.welcometothejungle.co/fr/companies/memory,Paris,https://www.inthememory.com,6,14
882,MADEINVOTE,https://www.welcometothejungle.co/fr/companies/made-in-vote,Bordeaux,https://madeinvote.com,0,4
883,Magnétis,https://www.welcometothejungle.co/fr/companies/magnetis,Paris,https://www.magnetis.fr,1,3
884,KEOLIO,https://www.welcometothejungle.co/fr/companies/keolio,Saint-Maur Des Fossés,https://www.keolio.com,1,8
885,NUOO,https://www.welcometothejungle.co/fr/companies/nuoo,Orléans,https://www.nuoobox.com,4,7
886,RemplaFrance,https://www.welcometothejungle.co/fr/companies/remplafrance,Neuilly-Sur-Seine,https://remplafrance.com,5,14
887,Misakey,https://www.welcometothejungle.co/fr/companies/misakey,Paris  Bordeaux  Lyon,https://www.misakey.com,0,10
888,Le Smartsitting,https://www.welcometothejungle.co/fr/companies/le-smartsitting,Paris,https://lesmartsitting.fr,2,10
889,FFYN,https://www.welcometothejungle.co/fr/companies/ffyn,Paris,https://ffyn.co,0,6
890,wweeddoo,https://www.welcometothejungle.co/fr/companies/wweeddoo,Boulogne Billancourt,https://wweeddoo.com,5,11
891,InTeach,https://www.welcometothejungle.co/fr/companies/inteach,Lyon  Paris,https://inteach.io,4,9
892,Cyclofix,https://www.welcometothejungle.co/fr/companies/cyclofix,Paris,https://www.cyclofix.com,2,13
893,BrainsWatt,https://www.welcometothejungle.co/fr/companies/brainswatt,Paris,https://www.brainswatt.fr,0,6
894,Kobalt,https://www.welcometothejungle.co/fr/companies/kobalt,Lyon,https://www.kobalt.fr,5,7
895,Agence 1969,https://www.welcometothejungle.co/fr/companies/agence-1969,Paris  Hong Kong,https://www.agence1969.com,5,12
896,D'un Seul Geste,https://www.welcometothejungle.co/fr/companies/d-un-seul-geste,Paris,https://www.dunseulgeste.fr,0,3
897,MoonSpark,https://www.welcometothejungle.co/fr/companies/moonspark,Paris,https://www.moonspark.co,0,10
898,SkillCorner,https://www.welcometothejungle.co/fr/companies/skillcorner,Paris,https://skillcorner.com,1,8
899,HotelTonight,https://www.welcometothejungle.co/fr/companies/hoteltonight,Paris,https://www.hoteltonight.com,0,7
900,STAFFMAN,https://www.welcometothejungle.co/fr/companies/staffman,Toulouse,https://www.staffman.fr,1,6
901,M13h,https://www.welcometothejungle.co/fr/companies/m13h,Paris,https://www.m13h.com,4,13
902,YA+K,https://www.welcometothejungle.co/fr/companies/ya-k,Paris,https://yaplusk.fr,0,6
903,Collock  L'Escape Game en Entreprise,https://www.welcometothejungle.co/fr/companies/collock,Paris  Budapest  Lyon,https://www.collock.com,3,12
904,MovieChainer,https://www.welcometothejungle.co/fr/companies/moviechainer,Paris,https://www.moviechainer.com,1,10
905,Moneway,https://www.welcometothejungle.co/fr/companies/moneway,Villers-Le-Lac,https://moneway.com,3,9
906,AppScho,https://www.welcometothejungle.co/fr/companies/appscho,Paris,https://appscho.com,1,14
907,DRESSWING,https://www.welcometothejungle.co/fr/companies/dresswing,Paris,https://www.dresswing.fr,2,3
908,Phenix Technologies,https://www.welcometothejungle.co/fr/companies/phenix-technologies,Neuilly Sur Seine  Nantes,https://phenixtechnologies.io,4,11
909,Qynapse,https://www.welcometothejungle.co/fr/companies/qynapse,Paris,https://www.qynapse.com,1,12
910,Jubiwee,https://www.welcometothejungle.co/fr/companies/jubiwee,Paris,https://jubiwee.com,5,8
911,Tepee.pro,https://www.welcometothejungle.co/fr/companies/tepee-pro,Bordeaux  Greenland  Lille  Lyon  Paris,https://www.tepee.pro,2,8
912,Wedo studios,https://www.welcometothejungle.co/fr/companies/wedo-studios,Paris,https://www.wedostudios.fr,2,12
913,Bon Parfumeur,https://www.welcometothejungle.co/fr/companies/bon-parfumeur,Paris,https://www.bonparfumeur.com,0,6
914,Widr,https://www.welcometothejungle.co/fr/companies/sphere,Paris  San Francisco,https://www.widr.app,3,10
915,Equideclic,https://www.welcometothejungle.co/fr/companies/equideclic,Mouen  Caen,https://www.equideclic.com,1,12
916,My Virtual Classroom,https://www.welcometothejungle.co/fr/companies/my-virtual-classroom,Paris,https://myvirtualclassroom.com,2,6
917,ViewPay,https://www.welcometothejungle.co/fr/companies/viewpay,Paris,https://viewpay.tv,1,14
918,HOGGO (ex Startizy),https://www.welcometothejungle.co/fr/companies/hoggo,Paris,https://www.hoggo.com,6,10
919,Jow,https://www.welcometothejungle.co/fr/companies/jow,Paris,https://www.jow.fr,2,10
920,LEFTY,https://www.welcometothejungle.co/fr/companies/lefty,Paris,https://lefty.io,6,10
921,Ambler,https://www.welcometothejungle.co/fr/companies/ambler,Levallois Perret,https://www.ambler.fr,2,12
922,Thanxngo,https://www.welcometothejungle.co/fr/companies/thanxngo,Paris,https://www.thanxngo.com,0,6
923,SENZO,https://www.welcometothejungle.co/fr/companies/senzo,Montreuil,https://www.agence-senzo.fr,3,11
924,Call A Lawyer,https://www.welcometothejungle.co/fr/companies/call-a-lawyer,Boulogne Billancourt,https://www.callalawyer.fr,2,3
925,WeeFin,https://www.welcometothejungle.co/fr/companies/weefin,Neuilly Sur Seine  Paris,https://www.weefin.co,6,8
926,FinFrog,https://www.welcometothejungle.co/fr/companies/finfrog,Paris,https://finfrog.fr,6,11
927,nordmann,https://www.welcometothejungle.co/fr/companies/nordmann,Paris,https://www.nordmann-conseil.com,2,9
928,Bonnie&Smile,https://www.welcometothejungle.co/fr/companies/bonnie-smile,Paris,https://www.bonnieandsmile.com,3,5
929,Talentis,https://www.welcometothejungle.co/fr/companies/talentis,Paris,https://www.talentis-coach.com,0,12
930,HelloPrêt,https://www.welcometothejungle.co/fr/companies/hellopret,Paris,https://www.hellopret.fr,2,10
931,Kanbios,https://www.welcometothejungle.co/fr/companies/kanbios,Paris,https://www.kanbios.fr,4,12
932,U Change,https://www.welcometothejungle.co/fr/companies/u,Moins de 15 salariés,https://www.uchange.co,0,11
933,Phantombuster,https://www.welcometothejungle.co/fr/companies/phantombuster,Moins de 15 salariés,https://phantombuster.com,1,7
934,Doctoconsult,https://www.welcometothejungle.co/fr/companies/doctoconsult,Moins de 15 salariés,https://doctoconsult.com,2,12
935,Lepermislibre,https://www.welcometothejungle.co/fr/companies/lepermislibre,Moins de 15 salariés,https://www.lepermislibre.fr,0,14
936,Jolimoi,https://www.welcometothejungle.co/fr/companies/jolimoi,Moins de 15 salariés,https://www.jolimoi.com,6,10
937,Farmitoo,https://www.welcometothejungle.co/fr/companies/farmitoo,Moins de 15 salariés,https://www.farmitoo.com,4,14
938,BAYA,https://www.welcometothejungle.co/fr/companies/baya,Moins de 15 salariés,https://www.baya-france.com,3,4
939,Permettez-moi de construire,https://www.welcometothejungle.co/fr/companies/permettez-moi-de-construire,Moins de 15 salariés,https://www.permettezmoideconstruire.fr,2,14
940,HumanCraft,https://www.welcometothejungle.co/fr/companies/humancraft,Moins de 15 salariés,https://www.humancraft.eu,1,5
941,myDiabby Healthcare,https://www.welcometothejungle.co/fr/companies/mydiabby-healthcare,Moins de 15 salariés,https://www.mydiabby.com,1,4
942,SYNKTORY,https://www.welcometothejungle.co/fr/companies/synktory,Moins de 15 salariés,https://synktory.com,2,10
943,Asphalte,https://www.welcometothejungle.co/fr/companies/asphalte,Moins de 15 salariés,https://asphalte-paris.com,6,14
944,Mindee,https://www.welcometothejungle.co/fr/companies/mindee,Moins de 15 salariés,https://mindee.co,3,12
945,Imagination Machine,https://www.welcometothejungle.co/fr/companies/imagination-machine,Moins de 15 salariés,https://www.imagination-machine.com,10,3
946,Wopilo,https://www.welcometothejungle.co/fr/companies/wopilo,Moins de 15 salariés,https://wopilo.com,1,5
947,Karetis,https://www.welcometothejungle.co/fr/companies/karetis,Moins de 15 salariés,https://www.karetis.com,2,12
948,Tactill,https://www.welcometothejungle.co/fr/companies/tactill,Moins de 15 salariés,https://www.tactill.com,0,10
949,Foodvisor,https://www.welcometothejungle.co/fr/companies/foodvisor,Moins de 15 salariés,https://www.foodvisor.io,0,12
950,Wine Services,https://www.welcometothejungle.co/fr/companies/wine-services,Moins de 15 salariés,https://www.wine-services.com,2,10
951,Nossa Fruits,https://www.welcometothejungle.co/fr/companies/nossa-fruits,Moins de 15 salariés,https://www.nossa-fruits.com,4,8
952,Edzo,https://www.welcometothejungle.co/fr/companies/edzo,Moins de 15 salariés,https://www.edzo.ai,4,8
953,O'Barbershop,https://www.welcometothejungle.co/fr/companies/o-barbershop,Moins de 15 salariés,https://www.obarbershop.com,1,4
